cin,company_name,industry_sector,segment,net_worth,persistent_loss,or,pli,emp_cost_pct,rpt_pct,export_income_pct,service_income_pct,gross_intbl_pct,fy,source
U72200TN1999PTC042263,Indium Software (India) Pvt. Ltd.,Computer software,SDS,76.32,0,326.26,17.82,83.90509894554386,76.31,83.67559615030957,100.0,2.939373505792926,2022-23,prowess
U72900HR2002PTC123256,Acuity Knowledge Services (India) Pvt. Ltd.,ITES,ITES,258.26,0,468.1,19.08,86.48401129512324,97.68,98.28882717368084,100.0,0.0,2022-23,prowess
U72200PN1998PTC012650,Calsoft Pvt. Ltd.,Computer software,SDS,284.17,0,297.06,18.57,73.13403049413267,3.03,80.46522588029354,99.14832020467244,0.8382145021207839,2022-23,prowess
U29253TN2007PTC064974,F C A Engineering India Pvt. Ltd.,Business services & consultancy,ITES,434.18,0,552.22,19.94,33.17333796668332,96.88,85.97479265510121,0.0,0.392959327804136,2022-23,prowess
U85110TN2003PTC173618,Omega Healthcare Mgmt. Services Pvt. Ltd.,Health services,ITES,766.13,0,1492.54,16.49,77.88895306182977,96.98,98.01278357698958,98.01278357698958,4.36102215016013,2022-23,prowess
L72200HR1998PLC129027,Cigniti Technologies Ltd.,Computer software,SDS,436.74,0,700.09,23.37,83.46373440473673,87.54,100.0,99.5072062163436,0.3528117813423989,2022-23,prowess
U72900DL2019FTC353065,Clearwater Analytics India Pvt. Ltd.,Computer software,SDS,37.33,0,165.25,16.32,84.95811923699586,99.9,0.0,100.0,0.0,2022-23,prowess
U74900KA2014PTC076219,Quest Global Engg. Services Pvt. Ltd.,Computer software,SDS,1197.62,0,1761.59,15.42,71.48145478847124,51.4,100.0,99.9841052685358,51.67377199007714,2022-23,prowess
U72900GJ2017FTC096689,Zuru Tech India Pvt. Ltd.,Computer software,SDS,5.16,0,26.83,17.06,47.4694589877836,100.0,100.0,100.0,1.3790532985464032,2022-23,prowess
U72400KA1997PTC023164,Bosch Global Software Technologies Pvt. Ltd.,Computer software,SDS,3832.6,0,10127.0,16.6,60.66687391339391,92.41,92.1171126691024,95.56532043053224,0.0,2022-23,prowess
U51102MH1997PTC384266,Mercer Consulting (India) Pvt. Ltd.,Computer software,SDS,542.27,0,1178.91,17.92,71.86668533818792,93.15,94.26758616009704,99.22810053354368,0.0,2022-23,prowess
U74200TG2002PTC044767,Netcracker Technology Solutions (India) Pvt. Ltd.,Computer software,SDS,588.46,0,1457.48,17.4,88.23652605379108,0.0,98.13650959189832,98.13170678156818,0.4308806981913988,2022-23,prowess
U74900MH2007FTC170605,Marsh Mclennan Global Services India Pvt. Ltd.,ITES,ITES,245.06,0,741.48,16.35,83.21512631413778,96.52,98.36138533743323,99.97977018935104,1.058693423962885,2022-23,prowess
L72900MH1995PLC095642,Protean Egov Technologies Ltd.,ITES,ITES,858.14,0,742.61,16.73,19.25966677145552,3.41,0.0,100.0,7.613686861205747,2022-23,prowess
U74140WB1999PTC088766,Fi-Tek Pvt. Ltd.,Computer software,SDS,48.93,0,40.04,17.08,83.94736842105263,0.1,0.0,100.0,5.419580419580419,2022-23,prowess
U74899PN2000PTC231629,Fujitsu Consulting India Pvt. Ltd.,Computer software,SDS,682.05,0,1626.19,20.79,81.2225647119991,97.81,98.13305948259428,98.243747655563,1.5434850786193497,2022-23,prowess
L52231HR1996PLC113564,G M R Airports Ltd.,Diversified,ITES,207.23,1,473.32,26.39,15.789895321512498,10.62,0.4753655032536128,41.18566720189301,0.3866306093129384,2022-23,prowess
U85110KA1998PTC023521,L G Soft India Pvt. Ltd.,Computer software,SDS,280.39,0,479.46,18.47,54.70448705277723,3.07,99.25958369832728,99.25958369832728,1.7811704834605595,2022-23,prowess
U74900UP2009PTC038098,Aristocrat Technologies India Pvt. Ltd.,Computer software,SDS,249.63,0,507.26,18.28,71.41491395793498,97.41,100.0,97.42341205693332,3.410479832827347,2022-23,prowess
U74140HR2007FTC036942,Sweco India Pvt. Ltd.,Business services & consultancy,ITES,13.62,0,22.15,10.86,78.2782782782783,92.65,97.9232505643341,97.9232505643341,0.0,2022-23,prowess
U74899DL1994PTC059865,American Express India Pvt. Ltd.,ITES,ITES,4583.94,0,5940.04,15.99,78.56506847977629,100.0,95.18757449444786,99.7959609699598,0.0060605652487188,2022-23,prowess
U45200MP2007PTC019797,Bhavya Infra & Systems Pvt. Ltd.,Business services & consultancy,ITES,0.08,0,2.05,6.22,63.730569948186535,97.56,0.0,0.0,0.0,2022-23,prowess
U72200MH2000FTC126336,Juniper Networks India Pvt. Ltd.,Computer software,SDS,1765.3,0,2549.6,15.47,74.17236538200262,96.9,96.33275807969878,98.0663633511139,3.329934107310951,2022-23,prowess
U64201MH1999PTC294960,Vodafone India Services Pvt. Ltd.,ITES,ITES,2299.88,0,2829.2,17.05,85.43058687242716,93.86,96.25689240774778,99.99646543192422,2.8170507563975686,2022-23,prowess
U24117MH1995FTC084206,Zoetis Pharmaceutical Research Pvt. Ltd.,Business services & consultancy,ITES,847.9,0,131.25,16.86,30.78977829222687,91.38,93.85142857142856,99.96952380952382,0.0,2022-23,prowess
L85110KA1992PLC013421,A S M Technologies Ltd.,Computer software,SDS,84.93,0,145.42,23.2,73.34801762114537,17.68,56.38151560995737,95.68835098335856,2.688763581350571,2022-23,prowess
U72900TN2015FTC102489,D X C Technology India Pvt. Ltd.,Computer software,SDS,1691.78,0,2189.94,17.72,85.30652834144112,90.28,88.8060860114889,99.68857594271988,26.29980730065664,2022-23,prowess
U72300TN1999PTC043647,Trimble Information Technologies India Pvt. Ltd.,Computer software,SDS,255.92,0,382.36,17.27,72.84075573549258,98.03,98.05418976880426,98.43341353698084,0.0235380269902709,2022-23,prowess
U74140MH2006PTC164480,Tresvista Financial Services Pvt. Ltd.,ITES,ITES,48.78,0,92.89,20.03,77.18051427833052,94.1,97.0502745182474,99.9354074712025,3.7033049843901376,2022-23,prowess
U30007DL2006PTC156217,Kronos Solutions India Pvt. Ltd.,Computer software,SDS,347.52,0,874.39,19.11,84.64902123717802,97.16,97.49082217317216,97.49082217317216,10.380951291757682,2022-23,prowess
U51109KA2008PTC082633,G S N Games India Pvt. Ltd.,Computer software,SDS,38.73,0,127.8,12.54,79.4469883761888,0.0,96.7996870109546,96.7996870109546,0.0234741784037558,2022-23,prowess
U50401TN2007PTC064840,Renault Nissan Technology & Business Centre India Pvt. Ltd.,Business services & consultancy,ITES,642.91,0,2138.33,16.96,60.852490578628114,92.98,0.0,99.62026441194764,2.0558099077317347,2022-23,prowess
U72200MH1996PTC097947,Smartstream Technologies India Pvt. Ltd.,Computer software,SDS,101.47,0,106.68,17.11,80.26128005269513,97.55,0.0,100.0,0.0,2022-23,prowess
U72200TG2014PTC161159,Unify Technologies Pvt. Ltd.,Computer software,SDS,35.26,0,91.33,18.63,85.69944148590727,34.87,63.53881528522939,99.24449797437865,0.0,2022-23,prowess
L22229DL2006PLC152087,Maxposure Ltd.,Business services & consultancy,ITES,30.13,0,32.69,24.72,17.779473483403283,23.4,10.523095747935148,50.8412358519425,1.5601101254206182,2022-23,prowess
U72200KA1996PTC020063,Sap India Pvt. Ltd.,Computer software,SDS,2691.6,0,6441.5,12.76,21.992718106707745,76.51,0.0,99.619653807343,0.2623612512613521,2022-23,prowess
U72300TN1994PTC026590,Cognizant Technology Solutions India Pvt. Ltd.,Computer software,SDS,23838.79,0,39559.0,17.79,85.46629347308242,0.0,0.0,99.18097019641549,3.493516014054956,2022-23,prowess
U74899DL2000PTC109036,Globallogic India Pvt. Ltd.,Computer software,SDS,958.66,0,1904.07,16.76,90.35929575823732,91.89,87.28933285015782,96.91450419364834,2.1522317982006967,2022-23,prowess
U72900GJ2018PLC100733,Tridhya Tech Ltd.,Computer software,SDS,19.8,0,13.72,33.59,53.35929892891919,12.06,44.606413994169095,100.0,0.2186588921282798,2022-23,prowess
U72200KA1999PTC025189,Infineon Technologies Semiconductor India Pvt. Ltd.,Computer software,SDS,562.93,0,932.34,17.3,71.53820990916182,98.85,94.20383122037023,98.49303902009996,0.6564128965827917,2022-23,prowess
U74140HR2006FTC036049,Sun Life India Service Centre Pvt. Ltd.,ITES,ITES,238.16,0,665.07,16.54,62.20867066204043,99.61,99.9939855955012,99.9939855955012,0.4420587306599305,2022-23,prowess
U64200MH2000PTC129407,Sitel India Pvt. Ltd.,ITES,ITES,169.67,0,404.08,16.38,74.926559529981,94.07,98.0251435359335,98.06721441298752,2.519303108295387,2022-23,prowess
U74900KA2015FTC080238,D R G Analytics & Insights Pvt. Ltd.,ITES,ITES,106.81,0,126.88,15.23,87.45799654890564,99.78,0.0,100.0,0.0,2022-23,prowess
U72200TG2004PTC042580,Netenrich Technologies Pvt. Ltd.,Computer software,SDS,82.66,0,142.25,19.01,82.99171756044508,0.0,96.597539543058,100.0,0.0,2022-23,prowess
U72900KA2004PTC033455,Target Corporation India Pvt. Ltd.,Computer software,SDS,705.86,0,1751.4,14.19,77.86543225974702,97.7,98.33847207947926,98.33847207947926,0.0,2022-23,prowess
U72200KA2003PTC031642,Informatica Business Solutions Pvt. Ltd.,Computer software,SDS,588.9,0,1341.31,16.63,83.76143438489096,98.41,99.98732582326234,99.98732582326234,0.2519924551371421,2022-23,prowess
U74140TG2004PTC043433,Deloitte Tax Services India Pvt. Ltd.,ITES,ITES,1163.82,0,1797.06,15.47,80.55505577545881,100.0,98.4357784381156,99.04121175698084,0.0,2022-23,prowess
U67100MH2003PTC141044,Globeop Financial Services (India) Pvt. Ltd.,ITES,ITES,584.84,0,679.81,18.51,90.34884329073762,95.19,97.35220135037731,97.70082817257764,21.52807402068225,2022-23,prowess
U72900PN2010PTC135291,Roomsxml Solutions Pvt. Ltd.,ITES,ITES,23.08,0,20.61,17.97,82.25529479107041,91.88,92.8190198932557,92.8190198932557,13.100436681222709,2022-23,prowess
U72900MH2009FTC192938,Citicorp Services India Pvt. Ltd.,ITES,ITES,4744.7,0,9515.4,18.01,82.24460181820437,100.0,9.7357967084936,100.0,0.0,2022-23,prowess
U72300TN2001PTC046551,Verizon Data Services India Pvt. Ltd.,Computer software,SDS,1620.42,0,4761.57,16.1,45.56814801449325,98.98,98.4122883838734,98.41228838387336,0.7375718513011464,2022-23,prowess
U74900KA2014FTC077722,A B Inbev G C C Services India Pvt. Ltd.,Diversified non-financial services,ITES,490.3,0,977.7,18.85,74.42256260637005,96.48,97.23841669223688,97.44297841873784,0.0,2022-23,prowess
U75142TG2002PLC039671,Aptonline Ltd.,Computer software,SDS,113.74,0,134.4,15.61,21.02365591397849,43.67,0.0,98.4077380952381,2.8794642857142856,2022-23,prowess
U72200KA2014FTC130004,Cerner Healthcare Solutions India Pvt. Ltd.,Computer software,SDS,1039.73,0,1363.5,15.62,78.36004409395404,97.7,99.25192519251924,99.66263292995968,7.268060139347268,2022-23,prowess
U72200TS2007PTC189493,Xlhealth Corporation India Pvt. Ltd.,Computer software,SDS,196.04,0,637.41,15.92,76.10300803840977,99.1,99.97803611490252,99.97803611490252,0.1302144616494877,2022-23,prowess
U11200TN2008PTC066399,Oiltech Engineering (India) Pvt. Ltd.,Business services & consultancy,ITES,-1.03,0,6.19,9.95,23.44582593250444,1.14,47.980613893376415,97.89983844911146,42.48788368336026,2022-23,prowess
U72900TG2000PTC039976,Deloitte Consulting India Pvt. Ltd.,ITES,ITES,6506.35,0,14392.29,15.03,76.52902033685362,95.31,96.2019247805596,100.0,0.1511920618608991,2022-23,prowess
U72200KA2003PTC032530,Tesco Bengaluru Pvt. Ltd.,ITES,ITES,732.34,0,2096.11,21.92,58.30895311436697,94.89,95.5737055784286,95.59899051099416,1.7150817466640589,2022-23,prowess
U72200KL1999PTC013385,U S Technology Intl. Pvt. Ltd.,Computer software,SDS,1993.67,0,3092.78,16.17,76.20165491648417,75.11,66.66041554847094,98.64878846862692,4.365974948104941,2022-23,prowess
U72900KA2007PTC042047,Vmware Software India Pvt. Ltd.,Computer software,SDS,2737.11,0,6728.7,16.63,89.07493110082679,100.0,0.0,97.98475188372196,0.0520159912018666,2022-23,prowess
U74899DL1994PTC063731,Auriga Research Ltd.,Business services & consultancy,ITES,34.26,0,50.4,9.88,45.280139524743845,14.66,0.0,99.6825396825397,0.0,2022-23,prowess
U72200KA2015OPC081378,Finmax Technologies (O P C) Pvt. Ltd.,Computer software,SDS,1.24,0,2.03,12.15,80.66298342541437,18.62,100.0,100.0,0.0,2022-23,prowess
U74120TG2004PTC043472,Deloitte & Touche Assurance & Enterprise Risk Services India Pvt. Ltd.,ITES,ITES,1468.64,0,4562.31,15.46,81.04312659595736,99.09,99.2939979966289,99.64491671981956,0.0,2022-23,prowess
U72900MH2000PTC124073,J P Morgan Services India Pvt. Ltd.,Computer software,SDS,14015.11,0,18459.1,18.09,83.41660322801452,99.58,99.46205394629207,99.57040159054344,0.0,2022-23,prowess
U72200KA1988PTC009435,Hewlett-Packard (India) Software Operation Pvt. Ltd.,Computer software,SDS,3163.88,0,3143.81,20.47,79.5184555013949,96.85,99.59444113989076,98.46460186843352,0.4475461303323038,2022-23,prowess
U72501KA2019PTC124210,Hitachi Energy Technology Services Pvt. Ltd.,Business services & consultancy,ITES,305.88,0,869.8,17.47,56.71686136808698,100.0,92.8339848240975,98.7537364911474,1.6394573465164406,2022-23,prowess
U74140TZ1999PTC009001,G K M Global Services Pvt. Ltd.,Business services & consultancy,ITES,8.77,0,15.68,10.5,55.32064834390415,81.33,95.53571428571428,100.0,1.785714285714286,2022-23,prowess
U65991TN2006PTC061691,F E Fundinfo (India) Pvt. Ltd.,Business services & consultancy,ITES,50.84,0,80.29,16.97,77.92832167832168,99.52,0.0,99.88790633951923,0.0,2022-23,prowess
U72900PN2009PTC134043,Icertis Solutions Pvt. Ltd.,Computer software,SDS,241.76,0,658.2,16.34,82.02980009544515,98.21,98.74810088119112,98.75265876633242,0.0334244910361592,2022-23,prowess
U72100MH2003PTC138509,Thomson Reuters Intl. Services Pvt. Ltd.,Computer software,SDS,843.3,0,1081.0,14.57,82.45892951775305,0.0,0.0,100.0,0.0925069380203515,2022-23,prowess
U72900KA1989PTC032468,Blue Yonder India Pvt. Ltd.,Computer software,SDS,778.92,0,1482.9,16.84,74.90958658020595,96.77,98.195427877807,100.0,0.3911254973363004,2022-23,prowess
U72200KA2005PTC037426,Kongsberg Software & Services Pvt. Ltd.,Computer software,SDS,35.28,0,123.54,13.12,83.6461862466807,1.4,100.0,100.0,0.0566618099401003,2022-23,prowess
U74120TG2004PTC043417,Deloitte Support Services India Pvt. Ltd.,ITES,ITES,1526.11,0,2812.11,15.14,70.2785921352179,97.01,99.05053500752103,99.05053500752103,0.0,2022-23,prowess
U74140TG1997PTC028582,E P A M Systems India Pvt. Ltd.,Computer software,SDS,561.08,0,1975.78,15.99,93.89943937303708,82.68,84.89356102400065,99.9448319144844,0.0936339066090354,2022-23,prowess
U74140GJ2001PLC107554,Reliance Corporate It Park Ltd.,Diversified non-financial services,ITES,25651.04,0,4279.45,8.25,0.49678380545501,84.63,0.0,97.82472046641507,30.2013109161224,2022-23,prowess
U72300DL2003PTC119916,Rose I T Solutions Pvt. Ltd.,Computer software,SDS,42.58,0,91.54,17.87,97.92686067473602,6.21,0.0983176753331876,96.23115577889448,0.0,2022-23,prowess
U74140WB1994PLC063414,Gamut Infosystems Ltd.,Computer software,SDS,17.55,0,23.96,14.2,66.25357483317445,10.53,2.6293823038397326,35.60100166944908,5.676126878130217,2022-23,prowess
U72400MH1990PTC057492,Accenture Solutions Pvt. Ltd.,ITES,ITES,6704.3,0,62081.1,17.05,85.76101629725716,91.68,0.0,99.80461042088494,0.6169349447738522,2022-23,prowess
U72900TN2008PTC069413,B N P Paribas Global Securities Operations Pvt. Ltd. [Merged],ITES,ITES,122.85,0,466.68,17.7,61.48704885369114,100.0,0.0,100.0,0.3685608982600497,2022-23,prowess
U64203DL1996PTC078375,A T & T Communication Services India Pvt. Ltd.,Business services & consultancy,ITES,714.35,0,891.42,16.41,67.36572689640764,68.99,71.28401875659061,87.63097081061677,0.0,2022-23,prowess
U72900KA1998PTC137825,C A (India) Technologies Pvt. Ltd.,Computer software,SDS,1092.96,0,1530.95,14.95,90.20767948583185,94.4,94.34664750645024,94.34664750645024,0.0,2022-23,prowess
U74130UP2006PTC155240,Escalent Consulting India Pvt. Ltd.,ITES,ITES,60.92,0,102.08,14.56,89.75423633711144,94.03,94.5826802507837,97.18847962382443,0.0489811912225705,2022-23,prowess
U72900DL2000PTC104119,Ingenuity Gaming Pvt. Ltd.,Computer software,SDS,38.14,0,71.59,17.17,79.0343698854337,85.12,99.95809470596453,99.95809470596453,0.1117474507612795,2022-23,prowess
U72900KA2016FTC095301,Hewlett Packard Enterprise Globalsoft Pvt. Ltd.,ITES,ITES,285.66,0,1398.92,18.67,65.97217509331522,98.42,91.68930317673632,98.65396162754124,0.3145283504417694,2022-23,prowess
U72200GJ2010PTC060089,Automation Anywhere Software Pvt. Ltd.,Computer software,SDS,165.08,0,394.46,17.17,91.98277142432796,97.88,97.85276073619632,97.85276073619632,0.6109618212239518,2022-23,prowess
U74100TG1989PTC077283,Infor (India) Pvt. Ltd.,Computer software,SDS,582.94,0,1006.53,16.69,79.23670847921353,80.31,92.28040892968914,99.20320308386238,0.0129156607353978,2022-23,prowess
U74140DL2010PTC205953,Elion Technologies & Consulting Pvt. Ltd.,Business services & consultancy,ITES,1.5,0,2.39,14.35,36.36363636363636,21.0,0.0,71.5481171548117,0.0,2022-23,prowess
U72200TN2017FTC114995,Agilysys Technologies India Pvt. Ltd.,Computer software,SDS,110.56,0,232.16,16.77,85.926969117795,97.47,97.46726395589248,97.46726395589248,0.0,2022-23,prowess
U72200DL2010FTC202752,Axtria India Pvt. Ltd.,Computer software,SDS,283.53,0,671.69,17.95,88.40284485029414,97.51,98.00800964730752,98.00800964730752,0.0074439101371168,2022-23,prowess
U74140KA2003FTC032243,Applied Materials India Pvt. Ltd.,Computer software,SDS,976.94,0,2033.6,16.92,52.328141798467264,100.0,99.76789929189616,99.76789929189616,0.6953186467348546,2022-23,prowess
U72200KL2003PTC015931,R M Educcation Solutions India Pvt. Ltd.,ITES,ITES,33.57,0,124.63,15.97,73.47166651158462,99.94,100.0,100.0,1.5887025595763462,2022-23,prowess
U72100KA1995PTC017491,W S Atkins (India) Pvt. Ltd.,Business services & consultancy,ITES,145.98,0,810.08,15.43,68.815457615526,98.43,98.40633023898874,99.982717756271,0.9863223385344656,2022-23,prowess
U72200MH2006PTC160867,Pangea 3 Legal Database System Pvt. Ltd.,ITES,ITES,23.08,0,140.98,15.29,77.69872423945046,97.02,97.23365016314372,97.23365016314372,10.547595403603347,2022-23,prowess
U67190MH2006PTC169402,Transparent Value Pvt. Ltd.,ITES,ITES,50.55,0,44.6,17.28,93.6103076518538,93.3,98.04932735426009,98.04932735426009,1.3228699551569505,2022-23,prowess
U72200TG2006PTC051001,Wells Fargo Intl. Solutions Pvt. Ltd.,Computer software,SDS,5963.07,0,10543.93,15.16,79.64321952167867,97.78,100.0,100.0,0.0566202544971372,2022-23,prowess
U72200DL1999PTC099888,Exlservice.Com (I) Pvt. Ltd.,ITES,ITES,1766.49,0,2676.24,14.62,79.42165289751728,93.22,0.0,99.47687800795146,13.014154186470572,2022-23,prowess
U74999KA2007PTC041706,Airbus Group India Pvt. Ltd.,Business services & consultancy,ITES,597.0,0,1495.4,18.55,57.97526557792928,93.49,92.69091881770764,96.02781864384112,3.089474388123579,2022-23,prowess
L72200TG1998PLC029240,Vedavaag Systems Ltd.,Computer software,SDS,117.41,0,65.43,16.28,4.976008530300336,0.8,0.7030414183096438,100.0,11.676600947577562,2022-23,prowess
U32105KA2005PTC046729,L S I India Research & Development Pvt. Ltd.,Computer software,SDS,2510.51,0,2870.35,15.83,77.5505839245216,94.07,93.77183967112023,94.96611911439372,0.0254324385527897,2022-23,prowess
U80220DL1997PLC398599,Schoolnet India Ltd.,Diversified non-financial services,ITES,166.05,0,378.02,15.42,19.118859341129056,1.26,0.0,57.7932384529919,4.811914713507223,2022-23,prowess
U72900DL2006PTC148159,Worldpay India Pvt. Ltd.,Computer software,SDS,62.98,0,117.32,15.62,85.67064156893663,100.0,100.0,100.0,0.4006137061029662,2022-23,prowess
U74999DL2004PTC124104,F I S Investor Services India Pvt. Ltd.,ITES,ITES,7.77,0,72.2,17.17,88.08828302499188,100.0,100.0,100.0,0.0692520775623268,2022-23,prowess
U72500TG2021PTC156209,Roofoods Pvt. Ltd.,Computer software,SDS,22.12,0,87.25,18.0,93.9410332702191,99.99,0.0,100.0,0.0,2022-23,prowess
U72200DL1993PTC330116,F I S Solutions (India) Pvt. Ltd.,Computer software,SDS,616.65,0,1193.98,14.65,89.72682317922128,99.42,99.68927452721152,99.92043417812694,0.2144089515737282,2022-23,prowess
U74999TG2006PTC051626,Parexel International (India) Pvt. Ltd.,ITES,ITES,194.58,0,627.82,17.39,83.27100706779851,97.66,99.0618330094613,99.3198687521901,0.0860119142429358,2022-23,prowess
U72200TG2011PTC076054,Absyz Software Consulting Pvt. Ltd.,Computer software,SDS,19.35,0,63.4,13.44,83.467525496511,2.24,0.0788643533123028,99.98422712933754,0.0,2022-23,prowess
U74140DL2004PTC128289,Egon Zehnder Information & Research Services Pvt. Ltd.,Computer software,SDS,36.33,0,122.57,15.8,89.18280585734531,100.0,97.03026841804684,99.56759402790244,0.0,2022-23,prowess
U72900DL2011PTC220633,T P G Software Pvt. Ltd.,Computer software,SDS,95.15,0,121.55,18.97,81.66780855437017,95.23,95.22830111065406,95.22830111065406,0.0,2022-23,prowess
U74999KA2019FTC120960,Crum & Forster Services India Pvt. Ltd.,Computer software,SDS,4.65,0,18.72,16.93,82.0112429731418,98.52,99.30555555555556,99.30555555555556,0.0,2022-23,prowess
U72300HR2016PTC117968,Digicred Technologies Pvt. Ltd.,Computer software,SDS,2.87,0,6.32,16.39,54.880294659300176,27.11,12.658227848101266,91.13924050632912,47.310126582278485,2022-23,prowess
U74999DL2018PTC332482,Schneider Electric Pvt. Ltd.,ITES,ITES,841.73,0,2416.49,17.21,68.03983198005491,100.0,46.2373111413662,98.60913970262656,0.3401627981079996,2022-23,prowess
U72200KA2000PTC027514,Lam Research (India) Pvt. Ltd.,Computer software,SDS,320.56,0,878.1,10.38,63.218101822752985,11.68,100.0,100.0,0.2733173898189272,2022-23,prowess
U74210HR1996FTC070021,G4S I T Services (India) Pvt. Ltd.,ITES,ITES,37.41,0,48.18,14.74,61.25267920933555,97.71,99.8547114985471,99.8547114985471,8.13615608136156,2022-23,prowess
U72900GJ2001PLC039162,Guj Infopetro Ltd.,Diversified non-financial services,ITES,64.81,0,24.14,22.66,60.41666666666667,17.64,0.0828500414250207,99.29577464788731,2.2369511184755595,2022-23,prowess
U72300DL2015FTC286141,Digital Guardian Technologies India Pvt. Ltd.,Computer software,SDS,18.83,0,46.77,16.66,80.44400099775505,99.04,99.05922599957236,99.05922599957236,0.0,2022-23,prowess
U72200DL2006PTC276587,Ramboll India Pvt. Ltd.,Business services & consultancy,ITES,288.43,0,488.86,14.55,57.74070342338965,72.78,79.239455058708,94.54854150472526,0.2413778996031583,2022-23,prowess
U74900TN2011PTC112495,Enlighted Energy Systems Pvt. Ltd.,ITES,ITES,10.71,0,26.37,15.46,64.22942206654992,99.06,99.65870307167236,99.65870307167236,0.720515737580584,2022-23,prowess
U72300UP2006PTC122101,Hytech Professionals India Pvt. Ltd.,Computer software,SDS,16.07,0,34.71,17.5,84.49559918754233,70.38,99.04926534140016,100.0,0.0,2022-23,prowess
U72900MH2014PTC288244,Majesco Software & Solutions India Pvt. Ltd.,ITES,ITES,218.09,0,328.62,15.72,83.89732032818057,94.33,94.43430101637148,95.87365345992332,1.1593938287383605,2022-23,prowess
U74140MH2009PTC196108,M N E C Consultants Pvt. Ltd.,Business services & consultancy,ITES,7.37,0,13.95,18.82,32.45315161839864,25.11,0.0,70.89605734767026,0.0,2022-23,prowess
U93090PN2006PTC133169,Credit Suisse Services (India) Pvt. Ltd.,ITES,ITES,989.8,0,1657.5,15.41,64.54200466525084,0.0,100.0,97.08536953242836,0.0132730015082956,2022-23,prowess
U72900DL2007PTC169335,B T E-Serv (India) Pvt. Ltd.,ITES,ITES,1096.38,0,2256.5,15.55,83.50564559489978,61.38,79.80589408375803,99.93928650565034,0.0,2022-23,prowess
U72300KA2000PTC027867,Global E-Business Operations Pvt. Ltd.,ITES,ITES,1641.21,0,790.61,15.78,74.36588366235135,97.58,95.70331769140284,98.57704810209836,0.0,2022-23,prowess
U72900TN2000PTC044462,B N Y Mellon Technology Pvt. Ltd.,Computer software,SDS,2015.37,0,2048.99,14.75,83.58758960573476,93.38,98.5343998750604,98.5343998750604,0.1293320123573077,2022-23,prowess
U72200HR1999PTC103071,Mckinsey Global Capabilities & Services Pvt. Ltd.,ITES,ITES,524.2,0,1714.11,17.26,75.03471865914143,70.6,91.92058852699068,99.83956688893944,0.2747781647618881,2022-23,prowess
U72300KA2005FTC048089,Northern Operating Services Pvt. Ltd.,ITES,ITES,970.55,0,1508.51,16.7,79.04101746839753,97.74,97.59232620267682,99.86078978594772,0.0643018607765278,2022-23,prowess
L74999HR2018PLC074247,Faalcon Concepts Ltd.,Business services & consultancy,ITES,3.21,0,13.09,22.8,6.285178236397748,4.49,0.0,98.01375095492745,0.0,2022-23,prowess
U72900MH2002PTC339486,Fiserv India Pvt. Ltd.,ITES,ITES,982.06,0,2430.4,15.28,83.09916610536101,31.15,0.0008229098090849,97.44486504279132,0.1403061224489795,2022-23,prowess
L72100KA2013PLC068239,Pelatro Ltd.,Computer software,SDS,13.25,0,49.02,15.59,80.12261259136994,64.99,69.62464300285598,99.91840065279476,0.8159934720522236,2022-23,prowess
U72200UP1992PLC027207,Sopra Steria India Ltd.,ITES,ITES,956.19,0,1004.48,15.62,81.4171923200884,87.62,93.38463682701496,96.1273494743549,0.1284246575342465,2022-23,prowess
U72200TN2010PTC078458,Freshworks Technologies Pvt. Ltd.,Computer software,SDS,697.85,0,2161.77,16.23,89.7362280503672,99.82,0.0,100.0,0.0,2022-23,prowess
L72200TG1994PLC018351,B 2 B Software Technologies Ltd.,Business services & consultancy,ITES,17.48,0,13.49,16.59,61.27917026793431,22.54,51.74203113417346,99.33283914010376,0.0,2022-23,prowess
U74210KA1998PTC075631,Transcend M T Services Pvt. Ltd.,ITES,ITES,85.16,0,13.02,15.02,99.02826855123676,99.94,100.0,100.0,10.599078341013826,2022-23,prowess
U74140DL2014PTC268583,B T Global Business Services Pvt. Ltd. [Merged],Business services & consultancy,ITES,714.81,0,821.71,15.27,80.72050839611127,96.65,82.01555293229971,99.90507600004868,0.0,2022-23,prowess
U72200HR2001PTC038118,Agilent Technologies (International) Pvt. Ltd.,Computer software,SDS,325.16,0,317.41,16.67,78.67749761082115,95.41,93.94789074068238,98.3869443306764,0.0,2022-23,prowess
U72200MH2000PLC303971,Course5 Intelligence Ltd.,Business services & consultancy,ITES,148.08,0,389.82,23.34,57.24094288878342,0.0,0.0,99.3612436509158,5.85654917654302,2022-23,prowess
U72100DL1992PLC047018,D C M Infotech Ltd.,Diversified non-financial services,ITES,27.34,0,70.52,17.26,60.1928832723645,2.62,80.4736245036869,98.38343732274532,0.0141803743618831,2022-23,prowess
L27209TN1986PLC012833,Thejo Engineering Ltd.,Business services & consultancy,ITES,180.1,0,333.55,13.7,34.85478592855195,1.18,15.616849048118722,49.851596462299504,0.2458402038674861,2022-23,prowess
U72100TN2011PTC078711,Anora Semiconductor Labs Pvt. Ltd.,Computer software,SDS,10.64,0,11.26,14.2,93.10344827586206,73.47,73.80106571936057,99.02309058614566,1.3321492007104796,2022-23,prowess
U74140HR1993PLC118857,Ginni Systems Ltd.,Computer software,SDS,61.16,0,37.45,8.52,57.14285714285713,25.14,1.8424566088117489,99.86648865153536,0.0,2022-23,prowess
